Код	"маркет bid"	"маркет cbid"	Кластер
52118	12	12	001
23948	12	12	001
31662	12	12	001
60047	12	12	001
25980	12	12	001
59165	12	12	001
62923	12	12	001
36217	12	12	001
50213	12	12	001
55273	12	12	001
3642	12	12	001
30612	12	12	001
55271	12	12	001
55270	12	12	001
42255	12	12	001
42501	12	12	001
57587	12	12	001
51641	12	12	001
34523	12	12	001
6543	12	12	001
25736	16	16	001
62291	12	12	001
62925	12	12	001
25993	12	12	001
61014	12	12	001
49369	12	12	001
25300	12	12	001
41935	12	12	001
26826	12	12	001
41940	12	12	001
28631	12	12	001
10020	12	12	001
25994	12	12	001
54153	12	12	001
47388	12	12	001
32935	12	12	001
65391	12	12	001
23023	12	12	001
39255	12	12	001
65393	12	12	001
50316	12	12	001
35486	12	12	001
37857	12	12	001
40817	12	12	001
22991	12	12	001
47065	23	23	001
40481	12	12	001
32442	12	12	001
68286	12	12	001
25893	12	12	001
64343	13	13	001
64344	13	13	001
19274	12	12	001
67718	12	12	001
67710	12	12	001
67709	12	12	001
67714	12	12	001
67717	12	12	001
67716	12	12	001
67715	12	12	001
68288	12	12	001
54156	12	12	001
27487	12	12	001
67720	12	12	001
67778	12	12	001
67779	12	12	001
67719	12	12	001
67780	12	12	001
67777	12	12	001
67781	12	12	001
54155	12	12	001
1888	12	12	001
52265	12	12	001
36227	12	12	001
41858	12	12	001
46633	12	12	001
62292	12	12	001
60030	12	12	001
62289	12	12	001
41345	12	12	001
57027	12	12	001
46632	12	12	001
40382	12	12	001
59471	12	12	001
42516	12	12	001
42941	12	12	001
52083	12	12	001
68285	12	12	001
25730	12	12	001
31727	12	12	001
28667	12	12	001
40784	12	12	001
42230	12	12	001
9790	12	12	001
56115	12	12	001
48721	12	12	001
64251	12	12	001
55185	12	12	001
53626	12	12	001
6544	12	12	001
48711	12	12	001
62933	12	12	001
40824	12	12	001
51290	12	12	001
68771	12	12	001
67752	12	12	001
67753	12	12	001
43785	12	12	001
11549	15	15	001
48709	12	12	001
56406	12	12	001
62924	12	12	001
23619	12	12	001
67771	15	15	001
62936	12	12	001
53061	12	12	001
62935	12	12	001
50146	12	12	001
42565	12	12	001
25582	12	12	001
64248	12	12	001
54151	12	12	001
62290	12	12	001
57890	12	12	001
60029	12	12	001
51308	12	12	001
68769	12	12	001
67711	12	12	001
67736	12	12	001
67738	12	12	001
67725	12	12	001
67731	12	12	001
67735	12	12	001
67722	12	12	001
67734	12	12	001
67733	12	12	001
67712	12	12	001
67737	12	12	001
67726	12	12	001
67723	12	12	001
67732	12	12	001
67724	12	12	001
40786	12	12	001
3370	12	12	001
64345	12	12	001
67783	12	12	001
67782	12	12	001
44780	25	25	001
51759	12	12	001
60340	12	12	001
25990	12	12	001
18810	12	12	001
42143	12	12	001
33730	12	12	001
30538	12	12	001
64253	12	12	001
64252	12	12	001
50342	12	12	001
25726	12	12	001
55274	12	12	001
64250	12	12	001
41361	12	12	001
24841	12	12	001
19277	12	12	001
42511	12	12	001
40027	12	12	001
41775	12	12	001
49300	12	12	001
57891	12	12	001
40486	12	12	001
47389	12	12	001
47960	12	12	001
63639	12	12	001
42693	12	12	001
19275	12	12	001
6547	12	12	001
36025	12	12	001
38704	12	12	001
48429	27	27	001
25750	29	29	001
30600	12	12	001
25301	12	12	001
34337	12	12	001
59959	12	12	001
67743	12	12	001
67739	12	12	001
67741	12	12	001
25377	12	12	001
67740	12	12	001
67742	12	12	001
67744	12	12	001
5420	12	12	001
12509	12	12	001
48430	41	41	001
68763	12	12	001
22347	27	27	001
64788	15	15	001
68762	12	12	001
48086	12	12	001
30723	12	12	001
9187	12	12	001
22435	12	12	001
55187	12	12	001
25790	12	12	001
57124	12	12	001
56116	12	12	001
6460	12	12	001
67750	12	12	001
67727	12	12	001
67772	12	12	001
67728	12	12	001
67751	12	12	001
58515	12	12	001
3657	12	12	001
25747	36	36	001
67786	12	12	001
67784	12	12	001
67785	12	12	001
23003	29	29	001
9188	12	12	001
61829	12	12	001
22968	12	12	001
25749	37	37	001
25769	76	76	001
53713	12	12	001
48710	12	12	001
6549	12	12	001
59279	12	12	001
59284	12	12	001
44270	30	30	001
49363	12	12	001
59281	12	12	001
59280	12	12	001
12528	12	12	001
51458	12	12	001
3643	12	12	001
46445	12	12	001
32955	12	12	001
25767	12	12	001
25979	12	12	001
53712	12	12	001
40285	12	12	001
59282	12	12	001
19276	12	12	001
46439	12	12	001
49395	12	12	001
58971	12	12	001
36380	12	12	001
9787	12	12	001
49404	12	12	001
8913	12	12	001
60874	12	12	001
66765	12	12	001
25978	13	13	001
33135	32	32	001
5423	13	13	001
48045	12	12	001
22984	13	13	001
51758	13	13	001
25952	28	28	001
27348	13	13	001
51460	13	13	001
62275	13	13	001
61313	13	13	001
5419	13	13	001
46446	13	13	001
67730	22	22	001
67729	22	22	001
67773	22	22	001
23056	13	13	001
25293	14	14	001
25078	12	12	001
67788	12	12	001
67787	12	12	001
67789	13	13	001
41937	20	20	001
42208	14	14	001
25957	23	23	001
6548	14	14	001
25831	34	34	001
23608	32	32	001
68509	12	12	001
25748	53	53	001
25794	14	14	001
56581	14	14	001
42759	14	14	001
12520	14	14	001
46728	14	14	001
68168	14	14	001
17283	14	14	001
4418	14	14	001
51459	12	12	001
12527	14	14	001
68770	16	16	001
25892	14	14	001
39620	14	14	001
47293	14	14	001
47149	14	14	001
67749	14	14	001
67721	14	14	001
67747	14	14	001
67746	14	14	001
67748	14	14	001
67745	14	14	001
68284	15	15	001
25745	43	43	001
7127	27	27	001
22992	15	15	001
40809	15	15	001
61479	14	14	001
12521	15	15	001
59065	15	15	001
25079	15	15	001
68282	15	15	001
62934	12	12	001
43634	15	15	001
3371	13	13	001
12531	15	15	001
37446	51	51	001
41841	15	15	001
30994	15	15	001
48713	20	20	001
22229	15	15	001
56924	15	15	001
31155	15	15	001
31156	15	15	001
33485	15	15	001
23352	15	15	001
33889	15	15	001
22228	14	14	001
39051	56	56	001
5417	15	15	001
59633	12	12	001
8912	31	31	001
59608	13	13	001
68283	16	16	001
23053	28	28	001
22970	16	16	001
1810	39	39	001
23437	16	16	001
1812	39	39	001
36277	14	14	001
5416	16	16	001
46880	16	16	001
40591	16	16	001
51145	16	16	001
39847	16	16	001
34742	16	16	001
25905	16	16	001
22993	16	16	001
25906	16	16	001
42591	20	20	001
39230	16	16	001
47271	16	16	001
56767	12	12	001
47985	16	16	001
59277	16	16	001
12530	16	16	001
40764	16	16	001
39645	16	16	001
46512	16	16	001
48082	12	12	001
42280	16	16	001
56775	16	16	001
22063	16	16	001
22240	16	16	001
61182	16	16	001
61711	16	16	001
42123	16	16	001
56426	17	17	001
63782	17	17	001
57615	17	17	001
25997	17	17	001
49403	28	28	001
12510	17	17	001
66767	12	12	001
60342	17	17	001
27497	17	17	001
53595	17	17	001
48087	19	19	001
47957	11	11	001
25746	63	63	001
57925	17	17	001
25763	18	18	001
22974	17	17	001
23355	13	13	001
25368	17	17	001
46522	12	12	001
63781	18	18	001
61320	18	18	001
12601	17	17	001
60648	14	14	001
12544	18	18	001
25145	18	18	001
60962	18	18	001
12505	18	18	001
25126	18	18	001
38674	18	18	001
22315	30	30	001
28897	18	18	001
37726	18	18	001
57826	18	18	001
45616	18	18	001
5396	18	18	001
11576	18	18	001
38182	63	63	001
25146	18	18	001
59576	52	52	001
61833	18	18	001
58057	18	18	001
60909	46	46	001
32976	18	18	001
53060	18	18	001
5466	18	18	001
68431	18	18	001
40452	18	18	001
25312	336	336	001
11526	18	18	001
34576	18	18	001
60839	18	18	001
22335	19	19	001
60803	18	18	001
6459	46	46	001
61450	18	18	001
53604	18	18	001
69556	18	18	001
57930	18	18	001
9428	18	18	001
23282	19	19	001
11320	19	19	001
47593	14	14	001
53974	19	19	001
23351	19	19	001
56925	19	19	001
56249	19	19	001
1840	19	19	001
50818	18	18	001
39272	19	19	001
22976	19	19	001
22977	19	19	001
67762	12	12	001
9713	31	31	001
34575	19	19	001
40487	32	32	001
22271	19	19	001
48600	19	19	001
46864	18	18	001
59634	12	12	001
68408	17	17	001
55244	19	19	001
5422	19	19	001
12490	19	19	001
25446	17	17	001
59302	28	28	001
23577	12	12	001
68772	21	21	001
60649	17	17	001
60646	20	20	001
23052	20	20	001
17730	20	20	001
6445	20	20	001
23055	20	20	001
68409	17	17	001
49910	20	20	001
23059	20	20	001
23061	30	30	001
23060	30	30	001
21930	20	20	001
40472	20	20	001
53603	20	20	001
46518	27	27	001
37725	20	20	001
33847	20	20	001
3609	18	18	001
57969	20	20	001
61845	20	20	001
3577	20	20	001
56453	20	20	001
25709	20	20	001
56455	20	20	001
61926	20	20	001
53930	20	20	001
22227	20	20	001
22226	17	17	001
25139	17	17	001
62225	18	18	001
62354	20	20	001
10811	20	20	001
8216	44	44	001
68411	17	17	001
22399	31	31	001
54184	20	20	001
25913	21	21	001
30661	22	22	001
22225	20	20	001
53071	21	21	001
12522	19	19	001
22237	21	21	001
22235	20	20	001
1838	19	19	001
5405	18	18	001
90079	21	21	001
23571	21	21	001
25109	21	21	001
68434	12	12	001
40488	21	21	001
62109	21	21	001
59179	21	21	001
55897	16	16	001
24960	18	18	001
6462	21	21	001
22236	20	20	001
22212	22	22	001
48964	23	23	001
59389	21	21	001
34105	21	21	001
23431	22	22	001
59385	11	11	001
12608	21	21	001
25751	78	78	001
6467	28	28	001
59061	22	22	001
44061	12	12	001
61886	22	22	001
8911	30	30	001
1836	22	22	001
62231	22	22	001
22292	22	22	001
69494	22	22	001
55040	21	21	001
21104	56	56	001
21103	51	51	001
61712	22	22	001
12498	22	22	001
68429	15	15	001
55922	16	16	001
59028	22	22	001
58449	22	22	001
12500	31	31	001
61844	22	22	001
61964	12	12	001
33166	22	22	001
43870	22	22	001
23625	22	22	001
38495	22	22	001
56855	22	22	001
23037	22	22	001
60644	17	17	001
61374	22	22	001
58208	22	22	001
6986	22	22	001
62794	12	12	001
25664	22	22	001
59276	22	22	001
48979	22	22	001
58451	22	22	001
68413	19	19	001
68430	17	17	001
25080	23	23	001
43851	22	22	001
25953	29	29	001
12543	23	23	001
23557	31	31	001
22478	22	22	001
7122	22	22	001
45316	22	22	001
23624	22	22	001
20744	31	31	001
1837	21	21	001
23349	18	18	001
59468	23	23	001
6984	22	22	001
25447	17	17	001
59393	23	23	001
67763	12	12	001
67756	23	23	001
67755	23	23	001
67758	23	23	001
67757	23	23	001
67754	23	23	001
9813	23	23	001
9814	23	23	001
23402	12	12	001
23561	51	51	001
58450	23	23	001
19162	23	23	001
25898	23	23	001
45924	23	23	001
41560	83	83	001
25460	23	23	001
68415	20	20	001
34810	23	23	001
61676	23	23	001
62593	24	24	001
23401	12	12	001
40988	23	23	001
61302	17	17	001
1788	23	23	001
64789	26	26	001
59485	11	11	001
56826	24	24	001
58409	24	24	001
61842	24	24	001
60840	24	24	001
66807	12	12	001
62786	24	24	001
48803	24	24	001
33138	24	24	001
22398	24	24	001
55891	24	24	001
43853	24	24	001
62226	23	23	001
22002	24	24	001
36960	24	24	001
24973	21	21	001
22234	24	24	001
52183	24	24	001
23617	24	24	001
35690	61	61	001
56004	24	24	001
25830	24	24	001
60520	24	24	001
63634	24	24	001
55993	24	24	001
23360	24	24	001
63013	11	11	001
58432	25	25	001
25310	24	24	001
67568	12	12	001
59488	12	12	001
25122	24	24	001
4420	24	24	001
29433	12	12	001
48100	24	24	001
31643	24	24	001
46006	24	24	001
25311	19	19	001
9178	24	24	001
61847	25	25	001
55538	29	29	001
25733	78	78	001
19165	24	24	001
44034	31	31	001
25081	26	26	001
23062	25	25	001
50917	25	25	001
25636	25	25	001
36611	375	375	001
23534	12	12	001
17284	25	25	001
19105	25	25	001
61677	25	25	001
68269	12	12	001
59624	25	25	001
12542	25	25	001
56983	25	25	001
22484	27	27	001
21581	25	25	001
12599	14	14	001
57929	25	25	001
23512	26	26	001
23628	31	31	001
47379	26	26	001
67175	21	21	001
58433	23	23	001
20749	40	40	001
23397	18	18	001
54147	30	30	001
22371	28	28	001
21105	26	26	001
23560	26	26	001
25849	27	27	001
53725	26	26	001
32657	26	26	001
25918	26	26	001
36604	26	26	001
21582	26	26	001
28144	26	26	001
22278	26	26	001
5413	26	26	001
25959	26	26	001
24654	26	26	001
61673	26	26	001
23354	26	26	001
19160	26	26	001
23399	18	18	001
12495	19	19	001
46598	26	26	001
40172	26	26	001
37448	26	26	001
61259	17	17	001
25605	26	26	001
25735	26	26	001
59635	26	26	001
53944	26	26	001
62790	26	26	001
25800	26	26	001
23644	27	27	001
57926	26	26	001
60294	26	26	001
24655	26	26	001
24660	26	26	001
21106	27	27	001
25294	26	26	001
67769	12	12	001
58401	31	31	001
20748	39	39	001
25543	27	27	001
68773	27	27	001
46561	27	27	001
59384	27	27	001
23398	17	17	001
25797	27	27	001
19166	27	27	001
19161	26	26	001
22985	27	27	001
23288	32	32	001
61885	26	26	001
61728	27	27	001
22310	26	26	001
59060	25	25	001
61963	27	27	001
23051	27	27	001
52182	27	27	001
25369	25	25	001
43520	27	27	001
90098	27	27	001
58715	27	27	001
60841	27	27	001
47577	26	26	001
23081	27	27	001
61819	26	26	001
58406	27	27	001
12487	27	27	001
12541	68	68	001
59001	27	27	001
44595	28	28	001
50732	28	28	001
22481	27	27	001
59387	27	27	001
68422	18	18	001
23403	23	23	001
60013	27	27	001
4419	28	28	001
22008	28	28	001
61316	28	28	001
60645	28	28	001
59397	28	28	001
63033	28	28	001
23300	27	27	001
22405	26	26	001
28255	28	28	001
55041	27	27	001
23326	22	22	001
48003	28	28	001
61368	28	28	001
61849	28	28	001
31539	28	28	001
25378	29	29	001
60650	28	28	001
90057	28	28	001
68419	17	17	001
30898	28	28	001
32473	27	27	001
23436	28	28	001
55539	43	43	001
29692	28	28	001
53727	28	28	001
25728	28	28	001
48089	20	20	001
64029	12	12	001
25741	28	28	001
60958	26	26	001
46172	28	28	001
64305	28	28	001
34164	27	27	001
21579	28	28	001
60523	28	28	001
67760	28	28	001
67759	28	28	001
67761	28	28	001
22989	28	28	001
25808	28	28	001
23065	28	28	001
23076	28	28	001
22213	29	29	001
58400	17	17	001
23077	28	28	001
60521	28	28	001
22217	29	29	001
23064	28	28	001
68421	22	22	001
22971	28	28	001
59623	17	17	001
22362	31	31	001
46879	29	29	001
22216	29	29	001
68664	30	30	001
55057	29	29	001
22483	29	29	001
57783	17	17	001
67566	29	29	001
22000	29	29	001
12598	29	29	001
23042	30	30	001
69254	26	26	001
8909	29	29	001
58434	24	24	001
22300	29	29	001
5428	29	29	001
62673	29	29	001
55944	29	29	001
19163	30	30	001
22201	29	29	001
21998	29	29	001
22308	31	31	001
56990	29	29	001
63010	10	10	001
5418	29	29	001
60865	17	17	001
58405	29	29	001
22257	29	29	001
60836	29	29	001
25744	111	111	001
62763	29	29	001
22220	29	29	001
68665	30	30	001
59621	30	30	001
23395	18	18	001
37058	30	30	001
33846	30	30	001
32726	12	12	001
24898	30	30	001
55540	12	12	001
23291	27	27	001
58414	30	30	001
58471	17	17	001
62756	30	30	001
6093	30	30	001
33074	27	27	001
33073	27	27	001
64340	31	31	001
68756	30	30	001
23027	30	30	001
59242	30	30	001
62312	30	30	001
62311	30	30	001
48127	30	30	001
59167	30	30	001
22967	30	30	001
64338	31	31	001
64339	31	31	001
36482	30	30	001
58721	30	30	001
59464	30	30	001
19211	30	30	001
37502	30	30	001
23592	19	19	001
45774	30	30	001
67765	30	30	001
67766	30	30	001
67768	30	30	001
67764	30	30	001
67767	30	30	001
22223	30	30	001
59622	30	30	001
22319	30	30	001
19273	31	31	001
5395	31	31	001
23074	30	30	001
23630	30	30	001
22345	30	30	001
23000	31	31	001
62197	31	31	001
67419	16	16	001
22365	31	31	001
58945	12	12	001
56005	28	28	001
25707	31	31	001
23294	31	31	001
1647	31	31	001
19164	29	29	001
55994	31	31	001
58431	17	17	001
59575	28	28	001
23511	31	31	001
60647	12	12	001
25706	31	31	001
8910	28	28	001
24661	31	31	001
52415	31	31	001
22203	31	31	001
22196	74	74	001
33236	30	30	001
62317	31	31	001
22202	31	31	001
62220	31	31	001
62522	31	31	001
62672	31	31	001
62196	28	28	001
6458	30	30	001
22200	74	74	001
22301	28	28	001
62718	20	20	001
55541	12	12	001
22244	31	31	001
37635	12	12	001
59614	32	32	001
63968	28	28	001
23441	31	31	001
59402	31	31	001
23359	31	31	001
56003	31	31	001
21112	25	25	001
62014	17	17	001
59017	31	31	001
23025	32	32	001
60337	32	32	001
25444	27	27	001
18447	28	28	001
9177	31	31	001
59577	30	30	001
55869	12	12	001
58671	32	32	001
21486	32	32	001
21580	27	27	001
68423	18	18	001
61411	32	32	001
8209	28	28	001
25661	32	32	001
20746	32	32	001
61730	32	32	001
59399	32	32	001
23323	32	32	001
22258	32	32	001
90118	32	32	001
46132	30	30	001
52059	32	32	001
22214	27	27	001
46903	34	34	001
58687	54	54	001
64760	35	35	001
22372	28	28	001
58411	28	28	001
800051	32	32	001
25729	32	32	001
6457	32	32	001
22241	33	33	001
48925	32	32	001
62719	17	17	001
25737	32	32	001
28238	32	32	001
56001	28	28	001
21979	32	32	001
58456	28	28	001
23554	32	32	001
23435	31	31	001
12596	32	32	001
23050	32	32	001
22997	32	32	001
62050	23	23	001
62224	31	31	001
69552	51	51	001
55839	32	32	001
69087	25	25	001
33735	32	32	001
33613	30	30	001
22232	31	31	001
23284	19	19	001
55542	14	14	001
12597	33	33	001
58946	31	31	001
68663	27	27	001
12600	33	33	001
68627	17	17	001
23366	28	28	001
62274	28	28	001
24650	33	33	001
23396	17	17	001
62253	33	33	001
23277	33	33	001
25159	31	31	001
61732	14	14	001
6095	33	33	001
22211	33	33	001
62671	29	29	001
39552	33	33	001
59371	12	12	001
18954	33	33	001
61258	17	17	001
23604	33	33	001
23297	20	20	001
58399	19	19	001
68424	19	19	001
23006	33	33	001
22480	21	21	001
23559	33	33	001
25514	27	27	001
21139	31	31	001
23510	33	33	001
25787	33	33	001
25731	34	34	001
62534	34	34	001
40413	34	34	001
23632	28	28	001
49523	25	25	001
23274	34	34	001
68774	27	27	001
62612	34	34	001
62227	28	28	001
60837	34	34	001
90054	34	34	001
56139	34	34	001
58793	34	34	001
31902	34	34	001
43921	32	32	001
45603	39	39	001
21109	74	74	001
22326	34	34	001
46199	34	34	001
25727	34	34	001
60796	34	34	001
6466	86	86	001
23631	24	24	001
57534	34	34	001
52464	34	34	001
52850	38	38	001
19255	34	34	001
57535	34	34	001
22479	25	25	001
58396	35	35	001
68755	30	30	001
55543	34	34	001
24681	34	34	001
11780	35	35	001
64030	35	35	001
60525	35	35	001
37979	23	23	001
59029	35	35	001
20745	655	655	001
64258	28	28	001
59377	35	35	001
40440	35	35	001
60522	35	35	001
61796	35	35	001
25799	27	27	001
23322	39	39	001
23555	35	35	001
49671	35	35	001
61792	35	35	001
59166	35	35	001
40282	35	35	001
63496	12	12	001
51813	35	35	001
61257	14	14	001
59465	35	35	001
25798	35	35	001
61357	35	35	001
61358	35	35	001
55854	30	30	001
50860	35	35	001
24679	35	35	001
23532	35	35	001
61355	19	19	001
59408	35	35	001
67770	12	12	001
62932	36	36	001
12471	31	31	001
60526	35	35	001
51283	36	36	001
62928	36	36	001
25156	32	32	001
62791	37	37	001
44880	17	17	001
30089	36	36	001
62251	23	23	001
24658	36	36	001
58640	36	36	001
44411	27	27	001
61356	19	19	001
22969	28	28	001
22390	21	21	001
47590	36	36	001
90053	36	36	001
63009	14	14	001
24657	36	36	001
25141	36	36	001
32116	36	36	001
53189	12	12	001
65869	31	31	001
800050	36	36	001
53724	36	36	001
59157	36	36	001
24684	36	36	001
21113	36	36	001
46254	36	36	001
45923	36	36	001
56002	36	36	001
23549	36	36	001
1895	31	31	001
61798	36	36	001
59615	31	31	001
22242	36	36	001
59381	36	36	001
62809	28	28	001
61839	40	40	001
90077	36	36	001
63017	25	25	001
60830	36	36	001
22260	12	12	001
25467	37	37	001
59637	37	37	001
24670	37	37	001
22207	37	37	001
23635	45	45	001
25637	28	28	001
22263	17	17	001
21573	37	37	001
23585	37	37	001
25824	37	37	001
38121	37	37	001
25263	37	37	001
62535	37	37	001
22312	37	37	001
22983	37	37	001
56043	37	37	001
23039	31	31	001
22204	31	31	001
62792	37	37	001
23552	31	31	001
23313	37	37	001
22208	37	37	001
58937	37	37	001
54187	37	37	001
17841	37	37	001
28784	37	37	001
62110	30	30	001
20895	27	27	001
25151	38	38	001
3645	32	32	001
62798	31	31	001
25958	91	91	001
59379	38	38	001
23442	31	31	001
22355	38	38	001
22360	31	31	001
6463	28	28	001
5404	29	29	001
34234	38	38	001
24675	27	27	001
56169	38	38	001
23681	38	38	001
23054	38	38	001
18448	38	38	001
61799	38	38	001
23682	38	38	001
63953	19	19	001
63954	19	19	001
63952	19	19	001
63955	19	19	001
67775	63	63	001
67776	63	63	001
62314	38	38	001
59372	38	38	001
67565	38	38	001
59156	35	35	001
58441	38	38	001
56168	38	38	001
25765	38	38	001
59990	38	38	001
12515	38	38	001
60332	12	12	001
36347	38	38	001
57851	38	38	001
9176	31	31	001
23046	38	38	001
61797	38	38	001
43232	38	38	001
61256	14	14	001
60965	31	31	001
23519	38	38	001
25264	38	38	001
55544	38	38	001
55995	15	15	001
12604	31	31	001
59263	37	37	001
22206	31	31	001
22296	31	31	001
25445	96	96	001
65506	39	39	001
90103	39	39	001
25461	28	28	001
59161	39	39	001
25515	39	39	001
61801	21	21	001
24676	27	27	001
57146	39	39	001
45200	39	39	001
65100	39	39	001
23357	27	27	001
21124	30	30	001
26216	39	39	001
23634	39	39	001
69551	55	55	001
47339	39	39	001
25740	39	39	001
36818	28	28	001
22289	27	27	001
60853	31	31	001
21877	39	39	001
21130	29	29	001
21137	37	37	001
22254	31	31	001
25158	31	31	001
22307	39	39	001
23596	25	25	001
25465	39	39	001
62222	39	39	001
18457	31	31	001
47244	39	39	001
10746	13	13	001
21107	39	39	001
25466	39	39	001
30652	49	49	001
20896	40	40	001
18446	31	31	001
23063	39	39	001
8908	40	40	001
65870	24	24	001
62230	31	31	001
57149	39	39	001
59588	17	17	001
58420	19	19	001
61254	31	31	001
59404	40	40	001
48805	17	17	001
25638	31	31	001
55045	28	28	001
62111	24	24	001
55821	40	40	001
36617	40	40	001
59359	40	40	001
58672	40	40	001
61840	17	17	001
56825	85	85	001
24677	40	40	001
38863	40	40	001
23433	28	28	001
23434	27	27	001
22340	40	40	001
7794	40	40	001
61731	40	40	001
90086	40	40	001
61167	12	12	001
25742	40	40	001
24664	93	93	001
35920	25	25	001
60051	40	40	001
60959	40	40	001
5426	40	40	001
43194	40	40	001
62437	40	40	001
48108	40	40	001
55546	40	40	001
60910	101	101	001
6251	40	40	001
800052	40	40	001
50966	40	40	001
43836	40	40	001
50541	40	40	001
61824	40	40	001
21758	40	40	001
61255	31	31	001
68505	27	27	001
23022	31	31	001
46639	32	32	001
90070	40	40	001
46614	40	40	001
21135	34	34	001
21114	45	45	001
62271	40	40	001
21116	48	48	001
11577	28	28	001
57347	40	40	001
20894	41	41	001
33858	41	41	001
59011	35	35	001
25153	32	32	001
56042	41	41	001
69083	79	79	001
21110	36	36	001
69558	31	31	001
59620	28	28	001
21263	41	41	001
25659	41	41	001
61843	41	41	001
61965	41	41	001
60109	98	98	001
22373	40	40	001
57927	41	41	001
22198	41	41	001
61729	12	12	001
57147	40	40	001
23073	29	29	001
25825	41	41	001
18766	41	41	001
10352	257	257	001
22303	17	17	001
4805	41	41	001
20959	42	42	001
25639	31	31	001
61800	42	42	001
22374	40	40	001
60531	28	28	001
58397	31	31	001
18942	42	42	001
21115	36	36	001
24682	42	42	001
57150	42	42	001
55547	42	42	001
63035	42	42	001
21555	42	42	001
10748	19	19	001
52925	42	42	001
21823	31	31	001
23347	42	42	001
24666	42	42	001
63034	42	42	001
60835	42	42	001
25793	42	42	001
63036	29	29	001
23289	42	42	001
20752	42	42	001
55292	42	42	001
22199	31	31	001
24690	42	42	001
63408	42	42	001
24683	42	42	001
56570	15	15	001
55942	42	42	001
23079	33	33	001
68508	27	27	001
61322	28	28	001
9811	43	43	001
21108	43	43	001
25119	43	43	001
18455	42	42	001
25090	76	76	001
59375	12	12	001
68506	25	25	001
67567	43	43	001
25462	44	44	001
25140	43	43	001
55042	21	21	001
54183	43	43	001
66766	43	43	001
24678	19	19	001
24685	43	43	001
55962	27	27	001
49652	43	43	001
21111	42	42	001
25827	31	31	001
68775	19	19	001
61678	43	43	001
62223	17	17	001
68507	27	27	001
18456	22	22	001
62409	16	16	001
23028	31	31	001
36595	44	44	001
42738	44	44	001
57617	44	44	001
48164	44	44	001
68280	44	44	001
25035	59	59	001
23048	12	12	001
11793	21	21	001
6109	44	44	001
69334	19	19	001
59647	44	44	001
67569	13	13	001
59984	44	44	001
22297	44	44	001
68629	17	17	001
55871	45	45	001
18454	28	28	001
23518	44	44	001
35691	44	44	001
55999	44	44	001
58398	12	12	001
12564	31	31	001
25150	31	31	001
49327	44	44	001
59162	44	44	001
23988	44	44	001
22230	44	44	001
55996	27	27	001
30772	20	20	001
22972	44	44	001
22268	44	44	001
90050	45	45	001
61841	47	47	001
25155	43	43	001
22489	28	28	001
21129	29	29	001
1526	45	45	001
43079	27	27	001
13110	27	27	001
23407	12	12	001
35584	31	31	001
22293	42	42	001
22391	17	17	001
6094	45	45	001
55873	23	23	001
60821	31	31	001
62461	22	22	001
6013	11	11	001
43521	45	45	001
21810	28	28	001
62793	43	43	001
60133	16	16	001
